feature,exact_train,exact_num_train,pearson_train,spearman_train,mutual_info_train,exact_test,exact_num_test,pearson_test,spearman_test,exact_train_trans,pearson_train_trans,spearman_train_trans,mutual_info_train_trans
cat__Title_JACQUES MARCHAIS TIBETAN MUSEUM,,,,,,,,,,False,,,0.0
cat__Title_JAMAICA AVENUE TREE PLANTING AND TREE GUARDS,,,,,,,,,,False,,,0.0
cat__Title_JAMAICA CENTER FOR ARTS AND LEARNING - RESTORE/MODERNIZE JCAL ELEVATORS,,,,,,,,,,False,,,0.0
cat__Title_JAMAICA PLAYGROUND,,,,,,,,,,False,,,0.009510781074320462
cat__Title_JAMES BALDWIN SCHOOL (02M313),,,,,,,,,,False,,,0.0
cat__Title_JAMES BALDWIN SCHOOL B:M440 S:M313,,,,,,,,,,False,,,0.0016046766208157592
cat__Title_JAMES MADISON HIGH SCHOOL (K425:K425),,,,,,,,,,False,,,0.006032288510979811
cat__Title_JAZZ AT LINCOLN CENTER EDUCATION CENTER RENOVATION & CHILLER,,,,,,,,,,False,,,0.0
"cat__Title_JAZZ AT LINCOLN CENTER, INC.",,,,,,,,,,False,,,0.005062957899594878
cat__Title_JEFFERSON MARKET LIBRARY,,,,,,,,,,False,,,0.0
cat__Title_JERICHO PROJECT,,,,,,,,,,False,,,0.0
cat__Title_JEROME PLAYGROUND SOUTH,,,,,,,,,,False,,,0.031802707443561395
cat__Title_JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES-DOMESTIC VIOLENCE SHELTER,,,,,,,,,,False,,,0.0
cat__Title_JEWISH BOARD OF FAMILY AND CHILDREN - GROUP HOME RESIDENCES FOR ADULTS,,,,,,,,,,False,,,0.0
cat__Title_JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,,,,,,,,,,False,,,0.0
cat__Title_JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES - BRONX HOUSING,,,,,,,,,,False,,,0.010487658072142914
cat__Title_JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES - ITTLESON CENTER,,,,,,,,,,False,,,0.0
cat__Title_JEWISH BOARD OF FAMILY SERVICES - PURCHASE VANS,,,,,,,,,,False,,,0.0
cat__Title_JEWISH CHILD CARE ASSOCIATION ACCESSIBLE VAN PURCHASE,,,,,,,,,,False,,,0.015526494519268574
cat__Title_JEWISH CHILD CARE ASSOCIATION OF NEW YORK - INITIAL OUTFITTING PROJECT,,,,,,,,,,False,,,0.0
cat__Title_JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC.,,,,,,,,,,False,,,0.0
cat__Title_JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLANDINC.,,,,,,,,,,False,,,0.0
cat__Title_JEWISH MUSEUM - SECURING THE NEW YORK HOLOCAUST MUSEUM,,,,,,,,,,False,,,0.03465228111772323
cat__Title_JFK HS CAMPUS IRRIGATION SYSTEM,,,,,,,,,,False,,,0.0
cat__Title_JHS 189  DANIEL CARTER BEARD AUDITORIUM UPGRADE B:Q189 S:Q189,,,,,,,,,,False,,,0.0
cat__Title_JJ CARTY PARK - COMPLETE RENOVATION OF PLAYGROUND,,,,,,,,,,False,,,0.006756690248981734
cat__Title_JOE CENTRAL BROOKLYN HOUSING CLUSTER,,,,,,,,,,False,,,0.00695690999776577
cat__Title_JOHN DEWEY HIGH SCHOOL (21K540) - AUDITORIUM UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_JOHN DEWEY HIGH SCHOOL (21K540) - CULINARY ARTS KITCHEN UPGRADES,,,,,,,,,,False,,,0.0
cat__Title_JOHN ERICSSON MIDDLE SCHOOL 126,,,,,,,,,,False,,,0.0
cat__Title_JOHN JAY - REPLACEMENT OF CRITICAL NETWORKING EQUIP,,,,,,,,,,False,,,0.0
cat__Title_JOHN JAY AUDIO VISUAL,,,,,,,,,,False,,,0.0
cat__Title_JOHN JAY COLLEGE,,,,,,,,,,False,,,0.011078521720948586
cat__Title_JOHN JAY COLLEGE OF CRIMINAL JUSTICE CYBER SECURITY,,,,,,,,,,False,,,0.005514318620592817
cat__Title_JOHN JAY CYBERSECURITY,,,,,,,,,,False,,,0.00280099787755006
cat__Title_JOHN W. KIMBALL LEARNING CENTER- TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_JOSEPH LANZETTA CAFETERIA UPGRADE B:M096 S:M096,,,,,,,,,,False,,,0.0022758214707385704
cat__Title_JOSEPH LANZETTA-CAFETERIA SUPPLEMENTAL COOLING B:M096 S:M096,,,,,,,,,,False,,,0.0
cat__Title_JOYCE THEATER FOUNDATION,,,,,,,,,,False,,,0.02089402055527767
"cat__Title_JOYCE THEATER FOUNDATION, INC",,,,,,,,,,False,,,0.0
"cat__Title_JOYCE THEATER FOUNDATION, INC.",,,,,,,,,,False,,,0.0
cat__Title_JPAC OUTDOOR PERFORMANCE SPACE RENOVATION,,,,,,,,,,False,,,0.0
cat__Title_JULIA RICHMAN EDUCATION COMPLEX AUDITORIUM UPGRADE B:M480 S:M519,,,,,,,,,,False,,,0.0
cat__Title_JUMEL TERRACE HISTORIC DISTRICT LIGHTING,,,,,,,,,,False,,,0.0
cat__Title_James Madison High School auditorium HVAC B:K426 S:K425,,,,,,,,,,False,,,0.005774311112969777
cat__Title_K077 CULINARY ARTS ROOM B:K902 S:K077,,,,,,,,,,False,,,0.0
cat__Title_K149 LAUNDRY ROOM,,,,,,,,,,False,,,0.01714399510288267
cat__Title_K158 AQUAPHONIC LAB 158 S:K158,,,,,,,,,,False,,,0.01721200983296889
cat__Title_K221 AUDITORIUM UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_K233 TECH UPGRADE B:K233 S:K233,,,,,,,,,,False,,,0.009782866412455071
cat__Title_K271 BACKYARD UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_K273 A+ STEM LAB B:K273 S:K273,,,,,,,,,,False,,,0.0
cat__Title_K306 TECHNOLOGY LAB B:K306 S:K306,,,,,,,,,,False,,,0.0
cat__Title_K356 AUDITORIUM UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_K396 SPED (K396),,,,,,,,,,False,,,0.0
cat__Title_K507 STEM LAB  B:K435 S:K507,,,,,,,,,,False,,,0.0
cat__Title_K753 ADL ROOM TRANSFORMATION B:K218 S:K753,,,,,,,,,,False,,,0.0
cat__Title_K771 SPED TECH UPGRADES B:K236 S:K771,,,,,,,,,,False,,,0.0008820339363619922
cat__Title_K965 COMPUTER LAB B:K292 S:K965,,,,,,,,,,False,,,0.0
cat__Title_K968 STEM LAB B: S:,,,,,,,,,,False,,,0.01725867286468663
cat__Title_KAPPA III (12X316) - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_KELLY PARK PLAYGROUND TENNIS COURT,,,,,,,,,,False,,,0.0008115676608699829
cat__Title_KELLY PLAYGROUND,,,,,,,,,,False,,,0.0019081346482892059
cat__Title_KIMLAU SQUARE IMPROVEMENTS MANHATTAN (846 P-303KIML),,,,,,,,,,False,,,0.0
cat__Title_KINGS BAY HOUSES SECTION 2,,,,,,,,,,False,,,0.0
cat__Title_KINGS COUNTY HOSPITAL,,,,,,,,,,False,,,0.0
cat__Title_KINGS COUNTY HOSPITAL TRAUMA ROOM BUILD OUT,,,,,,,,,,False,,,0.0
cat__Title_KINGSBOROUGH COMMUNITY COLLEGE,,,,,,,,,,False,,,0.0
cat__Title_KINGSBOROUGH COMMUNITY COLLEGE - PERFORMING ARTS CENTER,,,,,,,,,,False,,,0.0
cat__Title_KINGSBOROUGH COMMUNITY COLLEGE BEACH REFURBISHMENT,,,,,,,,,,False,,,0.0
cat__Title_KINGSBOROUGH DEVELOPMENT,,,,,,,,,,False,,,0.0
cat__Title_KINGSBOROUGH EARLY COLLEGE SECONDARY SCHOOL (21K468) - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_KINGSBRIDGE ARMORY,,,,,,,,,,False,,,0.0
cat__Title_KINGSBROOK JEWISH MEDICAL CENTER,,,,,,,,,,False,,,0.0
cat__Title_KIPS BAY BOYS & GIRLS CLUB,,,,,,,,,,False,,,0.0
cat__Title_KIPS BAY BOYS & GIRLS CLUB - CADET  BUILDING EXPANSION,,,,,,,,,,False,,,0.0
cat__Title_KISSENA PARK,,,,,,,,,,False,,,0.0
cat__Title_KISSENA PROJECT 5B,,,,,,,,,,False,,,0.0
cat__Title_KISSENA PROJECT 7,,,,,,,,,,False,,,0.003945268733954954
cat__Title_KOREAN AMERICAN FAMILY SERVICE CENTER,,,,,,,,,,False,,,0.00042945758437529236
"cat__Title_KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK, INC.",,,,,,,,,,False,,,0.03408586253631718
cat__Title_KOREAN-AMERICAN FAMILY SERVICE CENTER,,,,,,,,,,False,,,0.0
cat__Title_KURT HAHN AT TILDEN CAMPUS TECH UPGRADES B:K415 S:K569,,,,,,,,,,False,,,0.01756347472039277
cat__Title_KURT HAHN EXPEDITIONARY LEARNING SCHOOL @ TILDEN HIGH SCHOOL CAMPUS,,,,,,,,,,False,,,0.004515053553203252
cat__Title_KURT HAHN EXPEDITIONARY LEARNING SCHOOL B:K415 S:K569,,,,,,,,,,False,,,0.004621596089512181
cat__Title_L'REFUAH MEDICAL & REHABILITATION CENTER- EZRA MEDICAL/ DENTAL PLAZA,,,,,,,,,,False,,,0.010357020910753079
cat__Title_L'REFUAH MEDICAL AND REHABILITATION CENTER,,,,,,,,,,False,,,0.011539591383004755
cat__Title_L'REFUAH MEDICAL AND REHABILITATION CENTER INC. - EZRA PLAZA,,,,,,,,,,False,,,0.0
"cat__Title_L'REFUAH MEDICAL AND REHABILITATION CENTER, INC.",,,,,,,,,,False,,,0.0
"cat__Title_LA MAMA EXPERIMENTAL THEATER CLUB, INC.",,,,,,,,,,False,,,0.0
cat__Title_LAB HIGH SCHOOL GYM UPGRADE B:M070 S:M412,,,,,,,,,,False,,,0.0
cat__Title_LAB MIDDLE SCHOOL GYM UPGRADE B:M070 S:M312,,,,,,,,,,False,,,0.0
cat__Title_LAB SCHOOL (02M312),,,,,,,,,,False,,,0.0
cat__Title_LADDER 119 RENOVATION AND EQUIPMENT,,,,,,,,,,False,,,0.0
cat__Title_LAFAYETTE MORRISON HOUSING DEVELOPMENT FUND CORPORATION (ELEVATOR AND C,,,,,,,,,,False,,,0.02004527293551206
"cat__Title_LAGUARDIA CC, LIBRARY RENOVATION PHASE II",,,,,,,,,,False,,,0.026247763887861986
cat__Title_LAGUARDIA COLLEGE ADA,,,,,,,,,,False,,,0.010437367916670048
cat__Title_LAGUARDIA COMMUNITY COLLEGE,,,,,,,,,,False,,,0.0077881483409711905
cat__Title_LAGUARDIA COMMUNITY COLLEGE - TUTORING HUB,,,,,,,,,,False,,,0.0
cat__Title_LAGUARDIA COMMUNITY COLLEGE -ARCHIVE CONSTRUCTION,,,,,,,,,,False,,,0.0015796859382231077
cat__Title_LAPTOPS FOR 29Q243,,,,,,,,,,False,,,0.0
cat__Title_LAS CASITAS COMMUNITY GARDEN UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_LAURELTON LIBRARY,,,,,,,,,,False,,,0.0
cat__Title_LAURELTON PLAYGROUND,,,,,,,,,,False,,,0.0016402720600572351
cat__Title_LEADERS HIGH SCHOOL B:K400 S:572,,,,,,,,,,False,,,0.0
cat__Title_LEADERS HIGH SCHOOL STEM EQUIPMENT B:K400 S:K572,,,,,,,,,,False,,,0.0
cat__Title_LEADERS OF TOMORROW,,,,,,,,,,False,,,0.0
cat__Title_LEADERS OF TOMORROW (X370),,,,,,,,,,False,,,0.0018050715027477793
cat__Title_LEGACY SCHOOL FOR INTEGRATED STUDIES HS,,,,,,,,,,False,,,0.011208953534279864
cat__Title_LEHMAN COLLEGE ART GALLERY IMPROVEMENTS,,,,,,,,,,False,,,0.01244180720964927
cat__Title_LEHMAN COLLEGE BLEACHERS,,,,,,,,,,False,,,0.002875653207138562
cat__Title_LEHMAN SMART CLASSROOMS,,,,,,,,,,False,,,0.0
cat__Title_LENOX ACADEMY ROOM CONVERSION B:K242 S:K961,,,,,,,,,,False,,,0.0
cat__Title_LESBIAN AND GAY COMMUNITY SERVICES CENTER INC.,,,,,,,,,,False,,,0.0
cat__Title_LIBERATION DIPLOMA PLUS H.S. (21K728) - GYMNASIUM UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_LIBERTY HIGH SCHOOL ACADEMNY FOR NEWCOMERS (02M550),,,,,,,,,,False,,,0.0
cat__Title_LIBERTY HS ACADEMY FOR NEWCOMERS,,,,,,,,,,False,,,0.005517001242541397
cat__Title_LIBRARY FOR THE PERFORMING ARTS-ADA LIFT REPLACEMENT,,,,,,,,,,False,,,0.026508819915087578
cat__Title_LIBRARY OF PERFORMING ARTS ADA UPGRADES,,,,,,,,,,False,,,0.004110477910275634
cat__Title_LIBRARY REVIZALIZATION SUPPLEMENT AT ASTORIA LIBRARY,,,,,,,,,,False,,,0.0021770646109020575
cat__Title_LIC HS HYDROPONIC SCIENCE LAB,,,,,,,,,,False,,,0.0
cat__Title_LIFE ACADEMY HS FOR FILM AND MUSIC (21K559) - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_LIFE OF HOPE COMMUNITY CENTER,,,,,,,,,,False,,,0.012138288551753362
cat__Title_LIFE OF HOPE CONSTRUCTION/RENOVATION,,,,,,,,,,False,,,0.022265347263848767
cat__Title_LIFE SCIENCES SECONDARY SCHOOL TECH UPGRADES B:M645 S:M655,,,,,,,,,,False,,,0.0
cat__Title_LIGHTING AT ASTORIA HOUSES COMMUNITY CENTER,,,,,,,,,,False,,,0.0
cat__Title_LILIAN WEBER SCHOOL OF ARTS (PS84) BATHROOM UPGRADE B:M084 S:M084,,,,,,,,,,False,,,0.03398683998690011
"cat__Title_LINCOLN CENTER FOR THE PERFORMING ARTS, INC. DAMROSCH PARK",,,,,,,,,,False,,,0.0
cat__Title_LINCOLN ROAD COMMUNITY GARDEN INFRASTRUCTURE UPGRADE,,,,,,,,,,False,,,0.015321583896696467
"cat__Title_LINDEN PARK - RELINE TURF FIELD,INSTALL FITNESS EQUIPMENT AND RENOVATE",,,,,,,,,,False,,,0.0
cat__Title_LINDEN PARK RENOVATION,,,,,,,,,,False,,,0.01231180443975699
cat__Title_LINDEN TREE TECH UPGRADES B:X127 S:X567,,,,,,,,,,False,,,0.0013963925925581933
cat__Title_LOCUST MANOR MULTI-PURPOSE PLAY AREA UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_LOGAN FOUNTAIN,,,,,,,,,,False,,,0.0
cat__Title_LOS SURES SIP HDFC,,,,,,,,,,False,,,0.0
cat__Title_LOST BATTALION HALL - INTERIOR UPGRADES,,,,,,,,,,False,,,0.0
cat__Title_LOUIS ARMSTRONG MUSEUM,,,,,,,,,,False,,,0.00013998031453432702
cat__Title_LOWER EAST SIDE ECOLOGY CENER (LESEC) NEW PROGRAMMING SPACE,,,,,,,,,,False,,,0.028233909582477956
cat__Title_LOWER EAST SIDE PLAYGROUND SOCCER FIELD REDESIGN,,,,,,,,,,False,,,0.010326024166574577
cat__Title_LOWER LAB SCHOOL CLASSROOM RENOVATION B:M198 S:M077,,,,,,,,,,False,,,0.0035380051629543274
cat__Title_LOWER LAB SCHOOL SUPPLEMENTAL COOLING B:M198 S:M077,,,,,,,,,,False,,,0.0
cat__Title_LOWER LAB SCHOOL YARD UPGRADE B:M198 S:M077,,,,,,,,,,False,,,0.0036099014850607958
cat__Title_LUNA PARK HOUSING CORP,,,,,,,,,,False,,,0.012360893198886558
cat__Title_LUPERON ONE TO ONE STUDENT/COMPUTER PROGRAM  B:M552 S:M552,,,,,,,,,,False,,,0.025770491513522842
cat__Title_M.S 180 GYM UPGRADE B:X180 S:X180,,,,,,,,,,False,,,0.0
cat__Title_M.S. 104 SIMON BARUCH SCHOOL GYM RENOVATION B:M104 S:M104,,,,,,,,,,False,,,0.003611077928240114
cat__Title_M.S. 114 TECH UPGRADES B:M114 S:M114,,,,,,,,,,False,,,0.019307845071194762
cat__Title_M.S. 118 THE WILLIAM W. NILES SCHOOL (10X118),,,,,,,,,,False,,,0.00874938612584053
cat__Title_M.S. 137Q - AMERICA'S SCHOOL OF HEROES (27Q137) - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_M.S. 158 Q,,,,,,,,,,False,,,0.008535189085178807
cat__Title_M.S. 167 ROBERT F. WAGNER MIDDLE SCHOOL LOCKER ROOM B:M167 S:M167,,,,,,,,,,False,,,0.0
cat__Title_M.S. 244 TECH UPGRADES B:X143 S:X244,,,,,,,,,,False,,,0.0
cat__Title_M.S. 294 Q,,,,,,,,,,False,,,0.0
cat__Title_M.S. 297 MORTON SCHOOL PLAY YARD B:M323 S:M297,,,,,,,,,,False,,,0.0
cat__Title_M.S. 302 A+ STEM LAB,,,,,,,,,,False,,,0.0
cat__Title_M.S. 311 CORONA ARTS AND SCIENCE ACADEMY TECH UPGRADE  B:Q311 S:Q311,,,,,,,,,,False,,,0.0056696818453163544
cat__Title_M.S. 354 SCHOOL OF INTEGRATED LEARNING (17K354) - COMPUTER LAB UPGRADE,,,,,,,,,,False,,,0.0
cat__Title_M.S. 390 TECH UPGRADES B:X026 S:X390,,,,,,,,,,False,,,0.014133221896134529
cat__Title_M.S. 442 SCHOOL FOR INNOVATION GYMNASIUM UPGRADE B:K280 S:K442,,,,,,,,,,False,,,0.004411886528846942
cat__Title_M.S. 50 AUDITORIUM HVAC B:K050 S:K050,,,,,,,,,,False,,,0.007452307095631383
cat__Title_M.S. 51 TECH UPGRADE B:K051 S:K051,,,,,,,,,,False,,,0.0
cat__Title_M.S. 839,,,,,,,,,,False,,,0.009217845941070557
cat__Title_M.S. 88 PETER ROUGET SUPPLEMENTAL COOLING B:15K088 S:15K088,,,,,,,,,,False,,,0.0
cat__Title_M225 ELLA BAKER SCHOOL TECH UPGRADES B:M480 S:M225,,,,,,,,,,False,,,0.0
cat__Title_M226 SPED TECH UPGRADES B:M475 S:M226,,,,,,,,,,False,,,0.0037614447641258764
cat__Title_M452 TECHNOLOGY UPGRADES B:M1910S:M452,,,,,,,,,,False,,,0.008317006122944726
cat__Title_MACCAULY HONORS COLLEGE,,,,,,,,,,False,,,0.0
cat__Title_MACNEIL PARK,,,,,,,,,,False,,,0.0
cat__Title_MADIBA PREP MS (16K681) - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_MADISON HS,,,,,,,,,,False,,,0.026743129134280785
cat__Title_MADISON SQUARE BOYS & GIRLS CLUB RENOVATION,,,,,,,,,,False,,,0.011284752090151784
cat__Title_MADISON SQUARE PARK,,,,,,,,,,False,,,0.0332739763481511
cat__Title_MADISON SQUARE PARK CONSERVANCY,,,,,,,,,,False,,,0.0
cat__Title_MAIMONIDES - PHILIPS AZURION BIPLANE IMAGING SYSTEM,,,,,,,,,,False,,,0.010205322183348464
cat__Title_MAIMONIDES HOSPITAL-MODERNIZING IMAGING MRI EQUIP,,,,,,,,,,False,,,0.001721949510873344
cat__Title_MAIMONIDES MEDICAL CENTER,,,,,,,,,,False,,,0.0055028199228512875
cat__Title_MAIMONIDES MEDICAL CENTER - UPGRADING OPERATING ROOM TABLES,,,,,,,,,,False,,,0.01736395537147839
cat__Title_MAIMONIDES MEDICAL CENTER OPERATING ROOM TABLES,,,,,,,,,,False,,,0.0
cat__Title_MAIMONIDES MOVEABLE PROPERTY,,,,,,,,,,False,,,0.00759280585897848
cat__Title_MAKE THE ROAD NEW YORK CONSTRUCTION,,,,,,,,,,False,,,0.022203154209983644
cat__Title_MALCOM SHABAZZ HARLEM PLAZA,,,,,,,,,,False,,,0.0
cat__Title_MANHATTAN BUSINESS ACADEMY TECH UPGRADES B:M440 S:M392,,,,,,,,,,False,,,0.0035509015264834076
cat__Title_MANHATTAN INTERNATIONAL HIGH SCHOOL TECH UPGRADES B:M480 S:M459,,,,,,,,,,False,,,0.004220573594195365
cat__Title_MANHATTAN OCCUPATIONAL TRAINING CENTER (PSM721),,,,,,,,,,False,,,0.016358721442737867
cat__Title_MANHATTAN OCCUPATIONAL TRAINING CENTER HYDROPONIC LAB B:M047 S:M721,,,,,,,,,,False,,,0.01897099602741381
cat__Title_MANHATTAN RECREATION CENTERS,,,,,,,,,,False,,,0.02185684043112257
cat__Title_MANHATTAN SCHOOL FOR CAREER DEVELOPMENT - TECHNOLOGY,,,,,,,,,,False,,,0.0
cat__Title_MANHATTAN SCHOOL FOR CAREER DEVELOPMENT SENSORY ROOM B:M751 S:M751,,,,,,,,,,False,,,0.003845753653430428
"cat__Title_MANHATTAN YOUTH RECREATION AND RESOURCES, INC.",,,,,,,,,,False,,,0.0
"cat__Title_MANHATTAN YOUTH RECREATION AND RESOURCES, INC. - HVAC REPLACEMENT",,,,,,,,,,False,,,0.0
cat__Title_MAPLE PLAYGROUND,,,,,,,,,,False,,,0.003875273357953013
cat__Title_MARCUS GARVEY PARK GREEN TO GREENER INITIATIVE,,,,,,,,,,False,,,0.023288704342796507
"cat__Title_MARIE CURIE HS FOR MEDICINE, NURSING AND HEALTH PROFESSIONALS CONTROLLED HANDS-ON NURSING  B:X143 S:X237",,,,,,,,,,False,,,0.0
cat__Title_MARIE CURIE MIDDLE SCHOOL TECH UPGRADE B:Q158 S:Q158,,,,,,,,,,False,,,0.0
cat__Title_MARINE PARK BICYCLE AND PEDESTRIAN OVALS,,,,,,,,,,False,,,0.014328050501895895
cat__Title_MARINE PARK UPDGRADES,,,,,,,,,,False,,,0.005614474042867634
cat__Title_MARINE PARK: BIKE AND PEDESTRIAN OVAL IMPROVEMENTS,,,,,,,,,,False,,,0.0
cat__Title_MARK TWAIN I.S. 239 (21K239) - TECHNOLOGY,,,,,,,,,,False,,,0.012185548394437973
cat__Title_MARLBORO PLAYGROUND UPGRADES PHASE 3,,,,,,,,,,False,,,0.0
cat__Title_MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,,,,,,,,,,False,,,0.005757363095789891
cat__Title_MARTA VALLE HS - CULINARY ARTS CLASSROOM,,,,,,,,,,False,,,0.009447283096473136
cat__Title_MARTIN LUTHER KING HIGH SCHOOL COMPLEX,,,,,,,,,,False,,,0.01928489455254212
cat__Title_MARTIN LUTHER PLAYGROUND PHASE 1,,,,,,,,,,False,,,0.02667653071546905
cat__Title_MASPETH HIGH SCHOOL (24Q585),,,,,,,,,,False,,,0.0
cat__Title_MASPETH TOWN HALL WATER INFILTRATION PROJECT,,,,,,,,,,False,,,0.007854401196397909
"cat__Title_MATHEMATICS, SCIENCE RESEARCH & TECHNOLOGY H.S TECH UPGRADES B:Q490 S:Q492",,,,,,,,,,False,,,0.0
cat__Title_MATILDA AVENUE SCHOOL TECH UPGRADES B:X314 S:X483,,,,,,,,,,False,,,0.0
cat__Title_MATTHEW SAPOLIN PARK,,,,,,,,,,False,,,0.006565185818745434
cat__Title_MCKINNEY SKILLED NURSING FACILITY OUTDOOR HEALING GARDEN RENOVATION,,,,,,,,,,False,,,0.009123814466016178
cat__Title_MECA COMPUTER LAB,,,,,,,,,,False,,,0.0
cat__Title_MEDGAR EVERS - AUDITORIUM,,,,,,,,,,False,,,0.004156571486444882
cat__Title_MEDGAR EVERS - FOUNDERS AUDITORIUM RENOVATION,,,,,,,,,,False,,,0.0
cat__Title_MEDGAR EVERS COLLEGE - ATHLETIC CENTER,,,,,,,,,,False,,,0.01600864272055791
cat__Title_MEDGAR EVERS COLLEGE PREPARATORY SCHOOL TECH UPGRADES B:K590 S:K590,,,,,,,,,,False,,,0.0028043584489410023
cat__Title_MEDGER EVERS COLLEGE PREPATORY SCHOOL (K590) - TECH UPGRADES,,,,,,,,,,False,,,0.001842510992855928
"cat__Title_MEKONG, INC.",,,,,,,,,,False,,,0.016493430782358764
cat__Title_MELROSE BRANCH TECH UPGRADE,,,,,,,,,,False,,,0.013227642569940912
cat__Title_MERCHANT'S HOUSE,,,,,,,,,,False,,,0.00834866893928865
cat__Title_MERCHANT'S HOUSE MUSEUM,,,,,,,,,,False,,,0.0
cat__Title_MERRICK ACADEMY QUEENS PUBLIC CHARTER SCHOOL,,,,,,,,,,False,,,0.02270845500403329
cat__Title_MET COUNCIL,,,,,,,,,,False,,,0.0
cat__Title_MET COUNCIL 228 E 46TH ST HOUSING DEVELOPMENT FUND CORPORATION,,,,,,,,,,False,,,0.008757305572517637
cat__Title_MET COUNCIL FOOD NETWORK REFRIGERATED TRUCK,,,,,,,,,,False,,,0.006388584735097069
cat__Title_METROPOLITAN EXPEDITIONARY LEARNING SCHOOL B:Q686 S:Q167,,,,,,,,,,False,,,0.013209654039414431
cat__Title_METROPOLITAN MUSEUM OF ART,,,,,,,,,,False,,,0.0
cat__Title_METROPOLITAN NEW YORK COORDINATING COUNCIL ON JEWISH POVERTY,,,,,,,,,,False,,,0.0
cat__Title_METROPOLITAN NEW YORK COORDINATING COUNCIL ON JEWISH POVERTY WAREHOUSE,,,,,,,,,,False,,,0.0
cat__Title_METROPOLITAN NEW YORK COORINATING COUNCIL ON JEWISH PROVERTY,,,,,,,,,,False,,,0.01808733707280652
"cat__Title_MHANY MANAGEMENT, INC.",,,,,,,,,,False,,,0.0
"cat__Title_MHANY MANAGEMENT, INC. - CHESTNUT COMMONS",,,,,,,,,,False,,,0.0
cat__Title_MID MANHATTAN ADULT LEARNING CENTER AUDITORIUM UPGRADE B:B:M081 S:S:M951,,,,,,,,,,False,,,0.006070504812917044
cat__Title_MID MANHATTAN ADULT LEARNING CENTER TECH UPGRADE B:B:M081 S:S:M951,,,,,,,,,,False,,,0.0
"cat__Title_MID-BRONX SENIOR CITIZENS COUNCIL, INC.",,,,,,,,,,False,,,0.0
cat__Title_MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES(18K598),,,,,,,,,,False,,,0.0
cat__Title_MIDWOOD HIGH SCHOOL,,,,,,,,,,False,,,0.0
cat__Title_MIDWOOD HIGHSCHOOL VIRTUAL REALITY CLASS B:K405 S:K405,,,,,,,,,,False,,,0.0033292187786937433
cat__Title_MILLENIUM BROOKLYN LIBRARY RENOVATION B:K460 S:K684,,,,,,,,,,False,,,0.004298552279379919
cat__Title_MIRABAL AUDITORIUM UPGRADES B:M090 S:MS319,,,,,,,,,,False,,,0.01771549524771654
cat__Title_MIRABAL TECH UPGRADE B:M090 S:M324,,,,,,,,,,False,,,0.0
cat__Title_MIXTECA  REAL PROPERTY ACQUISITION,,,,,,,,,,False,,,0.01552677156263016
cat__Title_MIXTECA ORGANIZATION INC.,,,,,,,,,,False,,,0.0
cat__Title_MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR PS 176Q,,,,,,,,,,False,,,0.0
cat__Title_MOBILE LAPTOP CART AND LAPTOP COMPUTERS FOR YORK EARLY COLLEGE ACADEMY,,,,,,,,,,False,,,0.0
cat__Title_MOBILE SCIENCE CARTS FOR 29Q118,,,,,,,,,,False,,,0.0024609743535348727
cat__Title_MONROE HOUSES,,,,,,,,,,False,,,0.0
cat__Title_MOORE ST MARKET RENOVATIONS,,,,,,,,,,False,,,0.0
cat__Title_MORRIS JUMEL MANSION RECONSTRUCTION- PHASE II,,,,,,,,,,False,,,0.0
cat__Title_MORRIS JUMEL NEIGHBORHOOD ASSOCIATION,,,,,,,,,,False,,,0.0
cat__Title_MORRISON AVENUE PUBLIC PLAZA AT WESTCHESTER AVENUE KIOSK,,,,,,,,,,False,,,0.024668830298016253
cat__Title_MOSAIC PREPARATORY ACADEMY (04M375) - WATER FOUNTAINS,,,,,,,,,,False,,,0.00594263726662092
cat__Title_MOSHOLU LIBRARY,,,,,,,,,,False,,,0.0017434471108748184
cat__Title_MOSHOLU LIBRARY RENOVATIONS,,,,,,,,,,False,,,0.0
cat__Title_MOSHOLU LIBRARY STRUCTURAL UPGRADES,,,,,,,,,,False,,,0.0
