feature_out,importance
cat__Title_BROOKLYN CHINESE-AMERICAN ASSOCIATION,0.0
cat__Title_BROOKLYN COLLABORATIVE STUDIES,0.0
cat__Title_BROOKLYN COLLEGE,0.0
cat__Title_BROOKLYN COLLEGE - INGERSALL LECTURE HALLS,0.0
cat__Title_BROOKLYN COLLEGE ACADEMY,0.0
cat__Title_BROOKLYN COLLEGE ACADEMY AT BK COLLEGE TECH UPGRADES B:K555 S:K555,0.0
cat__Title_BROOKLYN COLLEGE ACADEMY HIGH SCHOOL @ BROOKLYN COLLEGE,0.0
cat__Title_BROOKLYN COLLEGE ACADEMY HIGH SCHOOL @ CONEY ISLAND CAMPUS,0.0
cat__Title_BROOKLYN COLLEGE ACADEMY- TECHNOLOGY,0.0
cat__Title_BROOKLYN COLLEGE EAST QUAD REHABILITATION,0.0
cat__Title_BROOKLYN COLLEGE EQUIPMENT,0.0
cat__Title_BROOKLYN COLLEGE QUAD RENOVATION,0.0
cat__Title_BROOKLYN COLLEGIATE,0.0
cat__Title_BROOKLYN INSTITUTE OF ARTS AND SCIENCES,0.0
cat__Title_BROOKLYN MUSEUM,0.0
cat__Title_BROOKLYN MUSIC SCHOOL,0.0
cat__Title_BROOKLYN NAVY YARD - CUNY RESEARCH YARD PHASE II,0.0
cat__Title_BROOKLYN NAVY YARD ADA UPGRADES,0.0
cat__Title_BROOKLYN NAVY YARD BUILDING 77  FLEX SPACE MODERNIZATION,0.0
cat__Title_BROOKLYN NAVY YARD: CUMBERLAND PUBLIC PLAZA,0.0
cat__Title_BROOKLYN NEW SCHOOL- TECHNOLOGY,0.0
cat__Title_BROOKLYN PROSPECT CHARTER SCHOOL- TECHNOLOGY,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY - SYSTEM-WIDE IMPROVEMENTS,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY CLAREDON ROAD,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY SYSTEM WIDE REHABS,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY SYSTEM-WIDE CAPITAL IMPROVEMENTS,0.0
cat__Title_BROOKLYN PUBLIC LIBRARY- BUSHWICK LIBRARY,0.0
cat__Title_BROOKLYN SCHOOL FOR COLLABORATIVE STUDIES,0.0
cat__Title_BROOKLYN SCHOOL FOR MUSIC AND THEATER HYDROPONIC CLASSROOM B:K440 S:K548,0.0
cat__Title_BROOKLYN SECONDARY SCHOOL TECH UPGRADE B:K721 S:K690,0.0
cat__Title_BROOKLYN THEATRE ARTS H.S. TECH UPGRADES B:K515 S:K567,0.0
cat__Title_BROOKLYN URBAN GARDEN CHARTER SCHOOL- TECHNOLOGY,0.0
"cat__Title_BROOKLYN YOUTH CHORUS ACADEMY, INC.",0.0
cat__Title_BROOKVILLE PARK (BASEBALL FIELD),0.0
cat__Title_BROOKVILLE PARK REC CENTER,0.0
cat__Title_BROOKYN BOTANIC GARDEN ACCESSIBILITY PHASE II,0.0
cat__Title_BROWNSVILLE LIBRARY,0.0
cat__Title_BUILDING FOR THE ARTS LED LIGHTING SYSTEMS AT THEATRE ROW,0.0
cat__Title_BUS COUNTDOWN CLOCKS,0.0
cat__Title_BUSHWICK ALLIANCE,0.0
cat__Title_BUSHWICK LEADERS HIGH SCHOOL GYM RENOVATION,0.0
cat__Title_BUSHWICK LEADERS RECREATIONAL AREA B:K556 S:K556,0.0
cat__Title_BUSHWICK STARR INC. - PERFORMING ARTS CENTER,0.0
cat__Title_BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL ELECTRIC UPGRADES,0.0
cat__Title_BUTLER HOUSES,0.0
cat__Title_CADMAN PLAZA NORTH INC. CARBON EMISSION REDUCTION PROJECTS,0.0
"cat__Title_CALLEN-LORDE (COMMUNITY HEALTH PROJECT, INC.)",0.0
cat__Title_CALLEN-LORDE BROOKLYN CLINIC,0.0
cat__Title_CALVARY BAPTIST SENIOR HOUSING,0.0
cat__Title_CAMBRIA HEIGHTS ACADEMY TECH UPGRADES,0.0
cat__Title_CAPTAIN JACOB JOSEPH PLAYGROUND DOG RUN CONSTRUCTION,0.0
cat__Title_CARL ICAHN CHARTER SCHOOL A+STEM LABS B:X498 S:X378,0.0
cat__Title_CARLTON AVE. HOUSING DEVELOPMENT FUND CORPORATION 91 CARLTON AVENUE,0.0
cat__Title_CARNEGIE HALL - ELEVATORS AND SIDEWALKS,0.0
cat__Title_CARNEGIE HALL - TECHNOLOGY,0.0
cat__Title_CARTER NYC AUTOMATIC TRANSFER SWITCH,0.0
"cat__Title_CASA BELVEDERE, THE ITALIAN CULTURAL FOUNDATION",0.0
cat__Title_CASTLE BRIDGE AUDITORUM UPGRADES B:M128 S:M513,0.0
cat__Title_CASTLE HILL LITTLE LEAGE FENCING,0.0
cat__Title_CASTLE HILL LITTLE LEAGUE FENCING,0.0
cat__Title_CATHEDRAL CHURCH OF ST. JOHN THE DIVINE RENOVATION,0.0
"cat__Title_CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72Q (Q072, Q072)",0.0
"cat__Title_CATHOLIC CHARITIES COMMUNITY SERVICES, ARCHDIOCESE OF NEW YORK",0.0
cat__Title_CATHOLIC CHARITIES JOHN TYNAN,0.0
cat__Title_CB 9  OFFICE RENOVATIONS - AGENCY CODE 389,0.0
cat__Title_CCNY NAC MULTIMEDIA LECTURE HALL,0.0
cat__Title_CD 11 NEW TREE & TREE GUARD,0.0
cat__Title_CD 49 ROADWAY RESURFACING,0.0
cat__Title_CD30 ROAD RESURFACING,0.0
cat__Title_CD31 ROADWAY RESURFACING,0.0
"cat__Title_CEC STUYVESANT COVE, INC. DBA SOLAR ONE (801 SOLAR2)",0.0
"cat__Title_CEC STUYVESANT COVE, INC. DBA SOLAR ONE (850 EDNSOLAR1)",0.0
cat__Title_CEC STUYVESANT COVE/SOLAR ONE,0.0
cat__Title_CEDAR MANOR,0.0
cat__Title_CELIA CRUZ HIGH SCHOOL TECHNOLOGY,0.0
cat__Title_CENTER FOR EDUCATIONAL INNOVATIONS PS 277 TECH UPGRADE B:07X277 S:X027,0.0
cat__Title_CENTER FOR FAMILY LIFE,0.0
cat__Title_CENTER FOR FAMILY LIFE HVAC UPGRADE,0.0
cat__Title_CENTER FOR JEWISH HISTORY ELEVATOR MODERNIZATION,0.0
cat__Title_CENTER FOR URBAN COMMUNITY SERVICES - 105 WASHINGTON,0.0
"cat__Title_CENTER FOR URBAN COMMUNITY SERVICES, INC.",0.0
cat__Title_CENTRAL PARK DELACORTE THEATER PUBLIC BATHROOM RENOVATION,0.0
cat__Title_CENTRAL PARK EAST HIGH SCHOOL (04M55) - TECHNOLOGY,0.0
cat__Title_CENTRAL PARK EAST II (04M964) - TECHNOLOGY,0.0
cat__Title_CENTRAL PARK EAST II ELEMENTARY SCHOOL TECH UPGRADE B:M050 S:M964,0.0
cat__Title_CENTRAL PARK HARLEM MEER BOARDWALK PROJECT,0.0
cat__Title_CEREMONIAL UNIT BOX TRUCK,0.0
cat__Title_CHAI LIFELINE VEHICLE PURCHASE,0.0
cat__Title_CHALLENGE PREP ACADEMY (ELEMENTARY AND MIDDLE SCHOOL),0.0
cat__Title_CHALLENGE PREPARATORY SCHOOL CONSTRUCTION B:Q340 S:Q340,0.0
cat__Title_CHANNEL VIEW SCHOOL FOR RESEARCH B:Q410 S:Q262,0.0
"cat__Title_CHARLES B. WANG COMMUNITY HEALTH CENTER, INC. PATIENT CARE IMPROVEMENT",0.0
cat__Title_CHARLES DREW CAMPUS SUPPLEMENTAL COOLING BX517 S:X517,0.0
cat__Title_CHELSEA BASKETBALL COURT RENOVATION,0.0
cat__Title_CHELSEA CAREER AND TECHNOLOGY EDUCATION HS,0.0
cat__Title_CHELSEA PARK,0.0
cat__Title_CHESTER PARK,0.0
cat__Title_CHHAYA COMMUNITY DEVELOPMENT CORPORATION- COMMUNITY CENTER,0.0
"cat__Title_CHHAYA, INC. TECHNICAL ADJUSTMENT",0.0
"cat__Title_CHILDREN OF PROMISE, NYC",0.0
cat__Title_CHILDREN'S MAGICAL GARDEN WATERING SYSTEM,0.0
cat__Title_CHILDREN'S MUSEUM OF MANHATTAN,0.0
cat__Title_CHILDREN'S MUSEUM OF THE ARTS TECHNOLOGY UPGRADES,0.0
cat__Title_CHILDREN'S RESCUE FUND,0.0
cat__Title_CHILDRENS MUSEUM OF MANHATTAN,0.0
cat__Title_CHILDRENS MUSEUM OF THE ARTS,0.0
"cat__Title_CHINA INSTITUTE IN AMERICA, INC.",0.0
cat__Title_CHLDC - RENOVATIONS/REPAIRS TO 613 NEW LOTS AVENUE,0.0
cat__Title_CHRISTOPHER COLUMBUS HIGH SCHOOL FIELD RENOVATION B:X415 S:X415,0.0
"cat__Title_CHURCHES UNITED FOR FAIR HOUSING, INC.",0.0
cat__Title_CITILEAF HOUSING HDFC - CHILLER,0.0
cat__Title_CITY COLLEGE,0.0
cat__Title_CITY COLLEGE ACADEMY OF THE ARTS,0.0
cat__Title_CITY COLLEGE MULTIMEDIA LECTURE HALL,0.0
cat__Title_CITY COLLEGE STEM INSTITUTE,0.0
"cat__Title_CITY COUNCIL FUNDING FOR HOUSING PROGRAMS, BROOKLYN",0.0
cat__Title_CITY PARKS FOUNDATION,0.0
"cat__Title_CITY PARKS FOUNDATION, INC.",0.0
cat__Title_CITY SQUASH RECREATION CENTER,0.0
"cat__Title_CIVIC HALL LABS, INC.",0.0
cat__Title_CLAIRE SHULMAN THEATER RENOVATION,0.0
cat__Title_CLARA BARTON HIGH SCHOOL AUDITORIUM SEAT REPLACEMENT B:K600 S:K600 B:K600 S:K600,0.0
cat__Title_CLARENCE P. GRANT HOUSING DEVELOPMENT FUND CO INC.-PS 186 RESIDENCES,0.0
"cat__Title_CLAYTON APARTMENTS, INC. PLUMBING RESTORATION",0.0
cat__Title_CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER ADA  PROJECT,0.0
cat__Title_CLINTON HILL LIBRARY - ELECTRICAL UPGRADES,0.0
cat__Title_COBBLE HILL SCHOOL OF AMERICAN STUDIES TECH UPGRADE,0.0
cat__Title_COLER HOSPITAL HVAC,0.0
cat__Title_COLLABORATIVE ARTS MS PA UPGRADE B:Q231 S:Q355,0.0
cat__Title_COLLEGE ACADEMY,0.0
cat__Title_COLLEGE OF STATEN ISLAND,0.0
cat__Title_COLLEGE OF STATEN ISLAND - MAKER SPACE LAB,0.0
cat__Title_COLLEGE OF STATEN ISLAND HIGH SCHOOL FOR INTERNATIONAL STUDIES - TECHNO,0.0
cat__Title_COLLEGE POINT COLLABORATIVE MS 379 SECURITY CAMERAS B:Q336 S:Q379,0.0
cat__Title_COLLEGE POINT COLLABORATIVE MS 379 TECH UPGRADE B:Q336 S:Q379,0.0
cat__Title_COLLEGIATE INSTITUTE FOR MATH & SCIENCE- SCIENCE LAB,0.0
cat__Title_COLLEGIATE INSTITUTE FOR MATH & SCIENCE: UPGRADE,0.0
cat__Title_COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,0.0
"cat__Title_COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",0.0
cat__Title_COLUMBIA SECONDARY SCHOOL MANHATTAN,0.0
cat__Title_COLUMBUS PARK,0.0
cat__Title_COMMAND CAR EMS 20,0.0
cat__Title_COMMODORE BARRY PARK,0.0
cat__Title_COMMUNITY ACCESS,0.0
cat__Title_COMMUNITY HEALTH ACADEMY OF THE HEIGHTS MANHATTAN,0.0
"cat__Title_COMMUNITY HEALTH CENTER OF RICHMOND, INC.",0.0
"cat__Title_COMMUNITY HEALTH PROJECT, INC.",0.0
cat__Title_COMMUNITY HEALTHCARE NETWORK,0.0
cat__Title_COMMUNITY HEALTHCARE NETWORK - EAST NEW YORK/BETTY SHABAZZ CENTER,0.0
cat__Title_COMMUNITY HEALTHCARE NETWORK -WILLIAMSBURG HEALTH CENTER,0.0
cat__Title_COMMUNITY HEALTHCARE NETWORK INC,0.0
cat__Title_COMMUNITY HEALTHCARE NETWORK INC.,0.0
cat__Title_COMMUNITY SCHOOL FOR SOCIAL JUSTICE B:X884 B:X427,0.0
cat__Title_COMP SCI HIGH SCHOOL - BRONX - TECHNOLOGY PURCHASES,0.0
cat__Title_COMPUTERS AND COMPUTER CARTS FOR 29Q095,0.0
cat__Title_COMPUTERS FOR 28Q287,0.0
cat__Title_CONCOURSE VILLAGE,0.0
cat__Title_CONCOURSE VILLAGE PODIUM PROJECT & CONCRETE REHABS,0.0
"cat__Title_CONCOURSE VILLAGE, INC",0.0
"cat__Title_CONCOURSE VILLAGE, INC.",0.0
cat__Title_CONEY ISLAND HOSPITAL,0.0
cat__Title_CONEY ISLAND HOSPITAL PATIENT TRANSPORTATION BUS,0.0
cat__Title_CONFGURATION #3A FOR 29Q134,0.0
cat__Title_CONFIGURATION #1 FOR 29Q341,0.0
cat__Title_CONFIGURATION #1A FOR 29Q192,0.0
cat__Title_CONFIGURATION #1C FOR 29Q208,0.0
cat__Title_CONFIGURATION #5 FOR 29Q360,0.0
cat__Title_CONFIGURATION #8 FOR QUEENS HS FOR THE SCIENCES,0.0
cat__Title_CONFIGURATION #9 FOR 29Q116,0.0
cat__Title_CONRAD POPENHUSEN RENOVATION,0.0
cat__Title_CONRAD POPPENHUSEN ASSOCIATION,0.0
cat__Title_CONSTRUCTION OF BIOSWALES IN COUNCIL DISTRICT 11,0.0
cat__Title_CONSTRUCTION WORK AT FIT,0.0
"cat__Title_CORE SERVICES GROUP, INC.",0.0
"cat__Title_CORE SERVICES GROUP, INC. VEHICLE PURCHASE",0.0
cat__Title_CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL TECH UPGRADE B:X189 S:X462,0.0
cat__Title_CORONA GOLF PARK PLAYGROUND- RENOVATE INTERIOR SIDEWALKS,0.0
cat__Title_COUNCIL DISTRICT 47 NYPD SECURITY CAMERAS,0.0
cat__Title_COUNCIL OF PEOPLE'S ORGANIZATION INC. - ACQUISITION,0.0
cat__Title_COUNCIL OF PEOPLE'S ORGANIZATIONINC.,0.0
cat__Title_COUNCIL OF PEOPLE'S ORGANIZATIONSINC.,0.0
cat__Title_COUNCIL OF PEOPLES ORGANIZATION (COPO) COMMUNITY HOME,0.0
cat__Title_COUNCIL OF PEOPLES ORGANIZATION (COPO)- VEHICLES,0.0
"cat__Title_COUNCIL OF PEOPLES ORGANIZATION, INC.",0.0
cat__Title_COUNCIL ON THE ENVIRONMENT FOOD HUB,0.0
"cat__Title_COUNCIL ON THE ENVIRONMENT, INC. D/B/A GROWNYC",0.0
cat__Title_COUNCIL ON THE ENVIRONMENT-GROW NYC FOOD HUB,0.0
cat__Title_COUNCIL TOWER II,0.0
cat__Title_COUNCIL TOWERS VI,0.0
"cat__Title_COUNTDOWN CLOCKS FOR M9, M14A AND M14D",0.0
cat__Title_COUNTDOWN CLOCKS IN DISTRICT 4,0.0
cat__Title_COUNTEE CULLEN LIBRARY,0.0
cat__Title_COVENANT HOUSE INNOVATION CENTER DEVELOPMENT,0.0
cat__Title_CRESTON ACADEMY - 125 E. 181ST STREET (MS 447),0.0
cat__Title_CRESTON ACADEMY BATHROOM UPGRADES  B:X079 S:X447,0.0
cat__Title_CRESTON ACADEMY DIGITAL BULLETIN BOARDS & LAPTOPS  B:X079 S:X447,0.0
cat__Title_CROWN GARDENS HOUSING CORPORATION - SECURITY,0.0
cat__Title_CSI H.S. PA System Upgrade B:R043 S:R047,0.0
cat__Title_CUNNINGHAM PARK  TRAILS,0.0
cat__Title_CUNNINGHAM PARK FIELD 19 RENOVATION,0.0
cat__Title_CUNY - CITY COLLEGE,0.0
cat__Title_CUNY BARUCH COLLEGE - BUILDING ENTRANCE DOORS,0.0
cat__Title_CUNY CITY TECH PEARL BUILDING 3RD FLOOR CONSTRUCTION,0.0
cat__Title_CUNY DEGREE PROGRAM SPACE,0.0
cat__Title_CUNY GRAD CENTER ADVANCED SCIENCE RESEARCH / STEM LEARNING CENTER,0.0
cat__Title_CUNY GRADUATE CENTER,0.0
cat__Title_CUNY GRADUATE CENTER LIBRARY ARCHIVES,0.0
cat__Title_CUNY SCHOOL OF JOURNALISM,0.0
cat__Title_CUNY SCHOOL OF LABOR AND URBAN STUDIES,0.0
cat__Title_CUNY SCHOOL OF LAW,0.0
cat__Title_CUNY SCHOOL OF LAW WORKER EDUCATION AND DEVELOPMENT CENTER,0.0
cat__Title_CUNY STEM INSTITUTE,0.0
cat__Title_CUNY-WIDE,0.0
cat__Title_CUNY-WIDE COMMUNITY COLLEGES,0.0
cat__Title_CUSTOM COLLABORATIVE,0.0
cat__Title_CYBERARTS STUDIO ACADEMY TECH UPGRADE,0.0
cat__Title_CYPRESS HILLS CHILD CARE CENTER,0.0
cat__Title_CYPRESS HILLS LOCAL DEVELOPMENT CORP. - CHESTNUT COMMONS,0.0
cat__Title_Cunningham Park Field 19 Renovation,0.0
cat__Title_D75@PS48Q PA SYSTEM REPLACEMENT,0.0
cat__Title_DANCE THEATER OF HARLEM,0.0
cat__Title_DANCEWAVE 2 NEW DANCE STUDIOS,0.0
cat__Title_DANIEL M. O'CONNELL PLAYGROUND,0.0
cat__Title_DAVID D. PORTER TECH UPGRADE B:Q094 S:Q094,0.0
cat__Title_DENNIS LANE APARTMENTS RENOVATIONS,0.0
"cat__Title_DENNIS LANE APARTMENTS, INC.",0.0
cat__Title_DEPARTMENT OF AGING - KITCHEN FOR ARC XVI FORT WASHINGTON SENIOR CENTER,0.0
cat__Title_DEPARTMENT OF EDUCATION,0.0
cat__Title_DEPARTMENT OF PARKS & RECREATION - GATORS,0.0
cat__Title_DEPARTMENT OF PARKS & RECREATION - WILLOW TRAIL,0.0
cat__Title_DEPARTMENT OF PARKS AND RECREATION,0.0
cat__Title_DEPARTMENT OF PARKS AND RECREATION - TREES AND TREE GUARDS,0.0
cat__Title_DEPARTMENT OF PARKS AND RECREATION 186Q PLAYGROUND,0.0
cat__Title_DEPARTMENT OF TRANSPORTATION,0.0
cat__Title_DEPARTMENT OF TRANSPORTATION - 6 BUS COUNTDOWN CLOCKS IN DISTRICT 7,0.0
cat__Title_DEPARTMENT OF TRANSPORTATION - SIDEWALKS,0.0
cat__Title_DEPARTMENT OF TRANSPORTATION CHINATOWN GATEWAY PROJECT,0.0
cat__Title_DESIGN TRUST FOR PUBLIC SPACE -OPENING THE EDGE:REIMAGINING GREEN SPACE,0.0
cat__Title_DESTINATION TOMORROW- BUSINESS INCUBATOR,0.0
cat__Title_DEWITT CLINTON PARK CONSTRUCTION,0.0
cat__Title_DIGITAL GIRL INC. - BEDFORD UNION ARMORY TECHNOLOGY CENTER,0.0
cat__Title_DIGITAL GIRLINC.- MAJOR OWENS CTR,0.0
cat__Title_DISTRICT 18 TREE PLANTING WITHIN PARKS,0.0
cat__Title_DISTRICT 30 PRE-K CENTER - 30Q389- TECHNOLOGY,0.0
cat__Title_DLAC SENIOR RESIDENCES,0.0
cat__Title_DOE TECH UPGRADES FOR SEEDS OF UNITY UPK PROGRAM,0.0
cat__Title_DOE X055 - BENJAMIN FRANKLIN,0.0
cat__Title_DOE X128 - MOTT HALL III,0.0
cat__Title_DOE X166 - ROBERTO CLEMENTE CAMPUS,0.0
cat__Title_DOE X186 - WALTER J. DAMROSCH SCHOOL,0.0
cat__Title_DOE X215 - KAPPA,0.0
cat__Title_DOE X263 - VALIDUS PREPARATORY ACADEMY,0.0
cat__Title_DOE X294 - THE WALTON AVENUE SCHOOL,0.0
cat__Title_DOE X339 - I.S. 339,0.0
cat__Title_DOE X443 - THE FAMILY SCHOOL,0.0
cat__Title_DOE: CONCORD HS - DISTRICT 31,0.0
cat__Title_DOE: P.S. 13R M. L. LINDEMEYER,0.0
cat__Title_DOE: P.S. 31R: THE WILLIAM T. DAVIS SCHOOL,0.0
cat__Title_DOE: P.S. 35R: CLOVE VALLEY SCHOOL,0.0
cat__Title_DOE: P.S. 45R: THE JOHN TYLER SCHOOL,0.0
cat__Title_DOE: P.S. 57R: THE HUBRET H. HUMPHREY SCHOOL,0.0
cat__Title_DOE: P.S. 65R: THE ACADEMY OF INNOVATIVE LEARNING,0.0
cat__Title_DOE: P.S. 861R: STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,0.0
cat__Title_DOE:P.S. 721R: HUNGERFORD SCHOOL,0.0
cat__Title_DOMINICAN AMERICAN CULTURAL CENTER,0.0
cat__Title_DOS PUENTOS,0.0
cat__Title_DOT - MIDTOWN ARCADES,0.0
cat__Title_DOT - PLEASANT PLAINS PARK & RIDE,0.0
cat__Title_DOT BUS COUNTDOWN CLOCKS,0.0
cat__Title_DOT BUS TIME COUNTDOWN CLOCKS,0.0
cat__Title_DOT COUNTDOWN CLOCKS,0.0
cat__Title_DOT PEDESTRIAN SAFETY IMPROVEMENTS,0.0
cat__Title_DOT REPAVING IN DISTRICT 31,0.0
cat__Title_DOT RPTI,0.0
cat__Title_DOT STREET RESURFACING,0.0
cat__Title_DOT TRENCH RESTORATION,0.0
cat__Title_DOT VICTORY BOULEVARD/CHRISTOPHER LANE EXTENSION INTO CSI CAMPUS,0.0
cat__Title_DOT- REAL TIME PASSENGER INFORMATION (RTPI),0.0
cat__Title_DOT- STREET REPAVING IN CD32,0.0
cat__Title_DOWNTOWN COMMUNITY TELEVISION CENTER INITIAL OUTFITTING FOR DCTV CINEMA,0.0
cat__Title_DOWNTOWN COMMUNITY TELEVISION CENTER THEATER RENOVATION,0.0
"cat__Title_DOWNTOWN COMMUNITY TELEVISION CENTER, INC. - 4K EDITING AND PLAYBACK SY",0.0
cat__Title_DPR - EVERGREEN PARK RENOVATION,0.0
cat__Title_DPR - JACOB SCHIFF PARK,0.0
cat__Title_DPR - TREE AND SIDEWALK PROGRAM,0.0
cat__Title_DPR - VEHICLE PURCHASE,0.0
cat__Title_DPR - VEHICLES,0.0
cat__Title_DPR CD 30 TREE PLANTING,0.0
cat__Title_DPR D28 TREE & SIDEWALK PROGRAM,0.0
cat__Title_DPR GREENTHUMB PARADISE AND 2 DISCOVERY GARDENS,0.0
cat__Title_DPR JUNIPER VALLEY PARK,0.0
cat__Title_DPR NORTH ROCHDALE PARK,0.0
cat__Title_DPR- COUNCIL 13 PARKS,0.0
cat__Title_DPR: ALL AMERICAN PARK,0.0
cat__Title_DR. CHARLES DREW PARK,0.0
cat__Title_DR. HORAN SCHOOL AUDITORIUM TECH UPGRADE B:B:M079 S:S:M079,0.0
cat__Title_DYCKMAN FARMHOUSE UPGRADES,0.0
cat__Title_DYCKMAN HOUSES COMMUNITY CENTER ADA RAMP,0.0
cat__Title_DYCKMAN HOUSES SENIOR CENTER HVAC,0.0
cat__Title_EAGLE ACADEMY FOR YOUNG MEN OF HARLEM STEM/STEAM LAB B:B:M136 S:S:M148,0.0
cat__Title_EAGLE ACADEMY STEM INNOVATION LAB  B:Q633 S:Q327,0.0
cat__Title_EAST ELMHURST COMMUNITY SCHOOL -30Q329 - MUSIC ROOM,0.0
cat__Title_EAST FLATBUSH LIBRARY-EAST FLATBUSH INITIAL OUTFITTING,0.0
cat__Title_EAST HARLEM ARTS & EDUCATION LDC - THEATRE RENOVATION,0.0
"cat__Title_EAST RIVER DEVELOPMENT ALLIANCE, INC. - STEINWAY STREET SERVICE CTR",0.0
cat__Title_EAST SIDE COMMUNITY HIGH SCHOOL TECH UPGRADES B:M060 S:M450,0.0
cat__Title_EAST SIDE COMMUNITY SCHOOL (01M450) - TECHNOLOGY,0.0
cat__Title_EAST WILLIAMSBURG SCHOLARS ACADEMY COMPUTER LAB EQUIPMENT UPGRADE B:K477 S:K477,0.0
cat__Title_EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,0.0
cat__Title_EBBETS FIELD MIDDLE SCHOOL (K320) - TECHNOLOGY UPGRADES,0.0
cat__Title_EBBETS FIELD MIDDLE SCHOOL A+ STEM LABS B:K320 S:K352,0.0
cat__Title_EBBETS FIELD MIDDLE SCHOOL ROOM CONVERSION B:K320 S:K352,0.0
cat__Title_EDWARD HART SCHOOL TECH UPGRADE B:Q021 S:Q021,0.0
cat__Title_EDWARD HART SCHOOL YARD UPGRADE B:Q021 S:Q021,0.0
"cat__Title_EL CEMI HOUSING DEVELOPMENT FUND COMPANY, INC.",0.0
cat__Title_EL MUSEO DEL BARRIO,0.0
"cat__Title_EL PUENTE DE WILLIAMSBURG, INC.",0.0
"cat__Title_EL PUENTE DE WILLIAMSBURG, INC. BUILDING RENOVATIONS",0.0
cat__Title_EL PUENTE RENOVATION PROJECT,0.0
cat__Title_ELEANOR ROOSEVELT HIGH SCHOOL BATCHOORM  UPGRADES B:M855 S:M416,0.0
cat__Title_ELIJAH STROUD MIDDLE SCHOOL (K353) A+ STEM LABS B:K022 S:K353,0.0
cat__Title_ELMHURST HOSPITAL,0.0
cat__Title_ELMHURST HOSPITAL MRI MACHINE,0.0
cat__Title_EMERALD ISLE IMMIGRATION CENTER,0.0
cat__Title_EMMA LAZARUS HS BATHROOM UPGRADES,0.0
cat__Title_EMPIRE STATE DAIRY,0.0
cat__Title_EMS 3 COMMAND CAR,0.0
cat__Title_EMS 43 Vehicle,0.0
cat__Title_EMS 49 COMMAND CAR,0.0
cat__Title_EMS DIVISION 8 COMMAND CAR,0.0
cat__Title_EMS DIVISION 8 PASSENGER VAN,0.0
cat__Title_ENCORE COMMUNITY SERVICES INC. - SENIOR CENTER MOBILE VANS,0.0
cat__Title_ENGINE 156 RENOVATIONS,0.0
cat__Title_ENGINE 62 - 3431 WHITE PLAINS ROAD,0.0
cat__Title_ENGINE 96 RENOVATION,0.0
cat__Title_ENGINE COMPANY 74,0.0
cat__Title_ENY VOC HS OF TRANSIT TECH.-K MACHINE CLASSROOM RENOVATION B:K615 S:K615,0.0
cat__Title_EPIC HIGH SCHOOL NORTH A+ MOBILE STEM LAB  B:Q636 S:Q334,0.0
cat__Title_ESPERANZA PREPARATORY ACADEMY (04M372) - WATER FOUNTAINS,0.0
cat__Title_ESPLANADE GARDENS,0.0
cat__Title_ESPLANADE GARDENS STEAM PIPING REPLACEMENT,0.0
cat__Title_ESSEX STREET ACADEMY - LAPTOP CARTS,0.0
cat__Title_EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (32K562)-- TECHNOLOGY PUR,0.0
cat__Title_EVERGREENS GARDENS BUILDING RENOVATIONS,0.0
cat__Title_EXIMIUS COLLEGE PREPARATORY ACADEMY  BX250 S:X250,0.0
cat__Title_EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS (21K572) - TECHNOLO,0.0
cat__Title_EXTERIOR RESTORATION OF MORGAN LIBRARY,0.0
cat__Title_EZRA JACK KEATS PRE-K CENTER: REUPHOLSTER SEATING AREA B:Q382 S:Q335,0.0
cat__Title_FAC 6309 FOURTH AVENUE HDFC,0.0
cat__Title_FAC SUPPORTIVE SLOPE,0.0
cat__Title_FACING HISTORY HS (M303),0.0
cat__Title_FASHION INSTITUTE OF TECHNOLOGY - FA├çADE WORK,0.0
cat__Title_FASHION INSTITUTE OF TECHNOLOGY SCIENCE LABS,0.0
cat__Title_FDNY,0.0
cat__Title_FDNY - LACTATION ROOM EMS STATION IN THE BRONX,0.0
cat__Title_FDNY - SPECIAL VEHICLES,0.0
cat__Title_FDNY ASAP VEHICLE,0.0
cat__Title_FDNY EMS STATION 52,0.0
cat__Title_FDNY ENGINE 28/ LADDER 11 DOOR REPLACEMENT,0.0
cat__Title_FDNY ENGINE 28/ LADDER 11 WINDOW REPLACEMENT,0.0
cat__Title_FDNY ENGINE 289/LADDER 138 - GENERATOR,0.0
cat__Title_FDNY ENGINE 309/LADDER 159,0.0
cat__Title_FDNY ENGINE 324 - OVERHEAD DOORS,0.0
