project_id,date,material,quantity,unit,unit_price_estimated,total_cost_estimated,is_synthetic,source
I.S. 210 - QUEENS,2024-06-11,cement,1.536,tons,129.3,198.6,True,synthetic_generator_v1
I.S. 210 - QUEENS,2024-03-19,lumber,9.925,board_feet,1.1,10.92,True,synthetic_generator_v1
I.S. 210 - QUEENS,2024-08-24,steel,0.971,tons,1089.56,1057.96,True,synthetic_generator_v1
I.S. 210 - QUEENS,2024-01-29,aggregate,12.762,tons,15.78,201.38,True,synthetic_generator_v1
I.S. 210 - QUEENS,2024-04-25,steel,21.679,tons,990.8,21479.55,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-04,steel,0.341,tons,1120.5,382.09,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-03-05,lumber,7.755,board_feet,1.44,11.17,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-08-23,aggregate,14.952,tons,15.41,230.41,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-07-17,aggregate,0.914,tons,15.14,13.84,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-09-28,steel,11.816,tons,853.56,10085.66,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-12-30,steel,17.207,tons,1027.55,17681.05,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-11-12,lumber,5.23,board_feet,1.45,7.58,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-07,aggregate,1.148,tons,15.11,17.35,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-08-28,cement,11.162,tons,128.06,1429.41,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-08-19,lumber,25.724,board_feet,1.44,37.04,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-07-30,cement,9.177,tons,111.57,1023.88,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-06-21,rebar,16.408,tons,857.39,14068.06,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-08-09,steel,4.464,tons,1104.55,4930.71,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-01-13,steel,6.283,tons,863.4,5424.74,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-12-14,rebar,14.839,tons,810.39,12025.38,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-11-24,aggregate,11.103,tons,13.65,151.56,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-06-11,aggregate,3.263,tons,14.22,46.4,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-03-07,aggregate,4.497,tons,16.42,73.84,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-11-17,cement,26.369,tons,134.46,3545.58,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-02-03,cement,27.381,tons,143.73,3935.47,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-06-18,cement,8.123,tons,117.04,950.72,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-07-01,steel,4.085,tons,875.72,3577.32,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-02-03,lumber,20.255,board_feet,1.32,26.74,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-06-10,rebar,14.079,tons,689.81,9711.83,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-03-30,lumber,1.242,board_feet,1.17,1.45,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-14,steel,9.763,tons,914.47,8927.97,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-09-29,rebar,1.748,tons,709.71,1240.57,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-14,rebar,5.814,tons,673.75,3917.18,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-05-07,cement,6.321,tons,133.87,846.19,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-03-16,aggregate,7.424,tons,18.03,133.85,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-08-30,aggregate,6.724,tons,15.61,104.96,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-01-11,rebar,2.097,tons,855.66,1794.32,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-26,rebar,12.18,tons,645.91,7867.18,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-01-11,aggregate,17.313,tons,18.06,312.67,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-02-13,lumber,0.841,board_feet,1.05,0.88,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-03-10,rebar,2.003,tons,636.86,1275.63,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-12-08,steel,14.611,tons,1111.17,16235.3,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-06-13,lumber,0.953,board_feet,1.06,1.01,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-11-04,aggregate,18.764,tons,12.85,241.12,True,synthetic_generator_v1
HOSTOS-LINCOLN ACADEMY OF SCIENCE,2024-10-29,aggregate,14.621,tons,14.27,208.64,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-06-23,rebar,17.05,tons,865.38,14754.73,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-08-23,lumber,10.758,board_feet,1.4,15.06,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-24,rebar,16.343,tons,650.87,10637.17,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-11,steel,15.924,tons,798.01,12707.51,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-16,cement,8.983,tons,112.09,1006.9,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-10,aggregate,11.319,tons,14.67,166.05,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-09-28,steel,1.655,tons,1120.65,1854.68,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-11-05,steel,6.094,tons,933.92,5691.31,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-12-12,rebar,7.452,tons,646.78,4819.8,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-01-04,cement,2.433,tons,110.44,268.7,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-04-11,lumber,12.828,board_feet,1.49,19.11,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-12-24,cement,14.921,tons,135.74,2025.38,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-08,steel,8.493,tons,1122.11,9530.08,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-03-24,aggregate,13.226,tons,16.56,219.02,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-10-30,lumber,4.648,board_feet,1.16,5.39,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-08-06,lumber,2.181,board_feet,1.42,3.1,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-05-03,rebar,26.115,tons,786.39,20536.57,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-05-24,steel,6.023,tons,788.28,4747.81,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-02,aggregate,4.168,tons,16.47,68.65,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-08-08,cement,18.584,tons,134.35,2496.76,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-08-16,cement,19.929,tons,117.28,2337.27,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-07-04,rebar,2.958,tons,784.89,2321.7,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-03,rebar,3.606,tons,721.22,2600.72,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-09-02,lumber,24.177,board_feet,1.26,30.46,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-09-07,lumber,10.948,board_feet,1.13,12.37,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-03-28,cement,0.397,tons,135.16,53.66,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-07-28,aggregate,11.554,tons,17.53,202.54,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-07-25,aggregate,1.163,tons,17.96,20.89,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-08-25,aggregate,14.494,tons,15.06,218.28,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-01-13,steel,18.499,tons,1048.78,19401.38,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-07-14,steel,3.748,tons,1049.9,3935.03,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-12-04,steel,6.09,tons,819.37,4989.96,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-04-04,steel,13.347,tons,818.96,10930.66,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-06-21,steel,10.693,tons,772.81,8263.66,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-07-19,steel,3.324,tons,962.76,3200.21,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-04-26,steel,28.626,tons,940.15,26912.73,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-09-12,aggregate,13.032,tons,15.67,204.21,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-12-06,cement,12.846,tons,118.96,1528.16,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-02-24,cement,20.069,tons,131.18,2632.65,True,synthetic_generator_v1
P.S. 222 - QUEENS,2024-03-13,steel,0.541,tons,951.75,514.9,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-01-02,lumber,18.197,board_feet,1.19,21.65,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-13,aggregate,11.293,tons,18.49,208.81,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-09-05,lumber,1.733,board_feet,1.31,2.27,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-10-01,steel,11.572,tons,1109.78,12842.37,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-01,rebar,7.973,tons,628.7,5012.63,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-01,steel,6.815,tons,854.36,5822.46,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-07-11,aggregate,3.357,tons,16.95,56.9,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-01-06,lumber,4.715,board_feet,1.03,4.86,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-29,aggregate,10.664,tons,13.22,140.98,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-08-26,steel,4.366,tons,821.51,3586.71,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-08-15,lumber,8.326,board_feet,1.07,8.91,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-05-20,aggregate,2.559,tons,15.47,39.59,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-03-24,rebar,20.546,tons,630.99,12964.32,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-01-09,cement,13.514,tons,124.9,1687.9,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-03-13,lumber,7.976,board_feet,1.42,11.33,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-07-11,rebar,15.637,tons,685.69,10722.13,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-04-01,lumber,6.801,board_feet,1.31,8.91,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-01-18,lumber,2.638,board_feet,1.04,2.74,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-09-18,cement,20.123,tons,136.69,2750.61,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-12-31,steel,17.971,tons,815.37,14653.01,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-22,rebar,5.578,tons,640.75,3574.1,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-12-31,steel,13.022,tons,893.55,11635.81,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-11,aggregate,10.258,tons,14.81,151.92,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-05,aggregate,2.194,tons,15.25,33.46,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-07-21,steel,7.195,tons,962.32,6923.89,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-15,steel,0.408,tons,1093.11,445.99,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-05-13,steel,6.674,tons,851.14,5680.51,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-26,rebar,19.285,tons,790.24,15239.78,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-09-02,cement,7.276,tons,104.02,756.85,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-04-29,steel,10.321,tons,880.01,9082.58,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-07-17,aggregate,3.563,tons,12.87,45.86,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-05-28,aggregate,20.766,tons,15.24,316.47,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-04,cement,7.432,tons,111.61,829.49,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-01-19,steel,6.593,tons,890.78,5872.91,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-02-11,rebar,16.633,tons,841.86,14002.66,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-09-17,steel,0.511,tons,767.65,392.27,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-17,rebar,8.56,tons,673.8,5767.73,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-10-11,lumber,0.989,board_feet,1.12,1.11,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-11-07,lumber,4.697,board_feet,1.18,5.54,True,synthetic_generator_v1
P.S. 171 - QUEENS,2024-06-16,lumber,6.423,board_feet,1.24,7.96,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-12,lumber,7.84,board_feet,1.16,9.09,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-05-14,aggregate,16.315,tons,18.33,299.05,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-04-14,cement,19.542,tons,134.73,2632.89,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-16,aggregate,3.11,tons,13.8,42.92,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-02-27,cement,3.363,tons,144.55,486.12,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-12-21,rebar,5.984,tons,671.48,4018.14,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-12,rebar,11.184,tons,637.92,7134.5,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-02-03,aggregate,7.16,tons,16.82,120.43,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-16,cement,13.937,tons,121.8,1697.53,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-07,rebar,5.405,tons,846.27,4574.09,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-12-02,cement,24.887,tons,136.08,3386.62,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-09-02,steel,0.256,tons,1053.7,269.75,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-13,lumber,11.383,board_feet,1.35,15.37,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-01,cement,3.62,tons,143.93,521.03,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-08-10,rebar,16.16,tons,659.83,10662.85,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-25,lumber,1.67,board_feet,1.19,1.99,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-11-02,lumber,5.985,board_feet,1.1,6.58,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-12-03,lumber,8.169,board_feet,1.37,11.19,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-03,steel,1.238,tons,911.52,1128.46,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-24,aggregate,17.995,tons,14.98,269.57,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-06-26,lumber,14.063,board_feet,1.45,20.39,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-12-11,rebar,17.059,tons,709.19,12098.07,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-08-09,cement,11.752,tons,117.97,1386.38,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-07-02,aggregate,7.546,tons,15.45,116.59,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-03,steel,12.159,tons,1095.59,13321.28,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-11-16,steel,0.959,tons,980.57,940.37,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-03,steel,12.848,tons,1116.8,14348.65,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-04-15,aggregate,5.611,tons,13.24,74.29,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-08-02,cement,17.61,tons,126.94,2235.41,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-21,cement,4.353,tons,114.23,497.24,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-10-08,steel,4.119,tons,1048.58,4319.1,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-09-07,cement,10.248,tons,117.62,1205.37,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-07-10,rebar,16.326,tons,824.42,13459.48,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-04-22,rebar,0.403,tons,693.32,279.41,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-07-27,cement,7.275,tons,109.47,796.39,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-12-21,steel,19.305,tons,1022.83,19745.73,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-09-15,cement,17.339,tons,135.36,2347.01,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-06-05,steel,5.771,tons,1037.09,5985.05,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-06-04,steel,0.749,tons,1058.22,792.61,True,synthetic_generator_v1
P.S. 157 - BROOKLYN,2024-01-13,cement,3.925,tons,103.49,406.2,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-02-05,rebar,3.407,tons,645.75,2200.07,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-05-20,rebar,12.469,tons,778.04,9701.38,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-01-25,lumber,19.807,board_feet,1.3,25.75,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-12-23,rebar,16.632,tons,677.15,11262.36,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-03-24,cement,6.305,tons,115.93,730.94,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-06-18,aggregate,9.576,tons,17.77,170.17,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-04-11,aggregate,8.788,tons,15.67,137.71,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-01-03,aggregate,8.02,tons,18.18,145.8,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-11,cement,12.996,tons,116.51,1514.16,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-04-24,lumber,13.889,board_feet,1.26,17.5,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-12-31,aggregate,4.998,tons,17.6,87.96,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-02-29,cement,7.825,tons,148.98,1165.77,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-11-05,rebar,9.67,tons,601.63,5817.76,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-09-11,lumber,8.016,board_feet,1.36,10.9,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-12-21,lumber,5.294,board_feet,1.32,6.99,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-02-24,aggregate,3.076,tons,16.09,49.49,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-08-04,cement,6.432,tons,105.13,676.2,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-05-14,lumber,6.844,board_feet,1.14,7.8,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-03-11,cement,6.988,tons,103.16,720.88,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-02-14,rebar,7.659,tons,779.76,5972.18,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-10-06,lumber,11.2,board_feet,1.29,14.45,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-09-01,cement,19.47,tons,129.94,2529.93,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-02-29,rebar,2.44,tons,606.13,1478.96,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-04-13,steel,0.255,tons,905.66,230.94,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-09,cement,20.849,tons,126.49,2637.19,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-01-07,cement,2.869,tons,127.46,365.68,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-06-04,steel,3.891,tons,880.03,3424.2,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-05-04,aggregate,7.146,tons,15.6,111.48,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-09-02,steel,1.234,tons,800.66,988.01,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-17,rebar,3.452,tons,820.08,2830.92,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-03-15,steel,4.383,tons,1073.82,4706.55,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-03-15,cement,25.108,tons,105.48,2648.39,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-03-25,steel,9.334,tons,990.7,9247.19,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-30,lumber,22.439,board_feet,1.22,27.38,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-08-09,cement,2.268,tons,143.79,326.12,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-21,cement,10.782,tons,119.94,1293.19,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-08-18,rebar,20.167,tons,829.18,16722.07,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-04-25,steel,19.323,tons,948.44,18326.71,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-07-27,steel,8.258,tons,851.88,7034.83,True,synthetic_generator_v1
P.S. 209 - QUEENS,2024-09-23,lumber,1.15,board_feet,1.31,1.51,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-29,steel,9.95,tons,1063.94,10586.2,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-04-03,aggregate,22.087,tons,15.0,331.31,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-19,aggregate,0.326,tons,15.5,5.05,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-06-23,steel,17.822,tons,856.7,15268.11,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-02-06,lumber,11.999,board_feet,1.28,15.36,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-20,cement,11.949,tons,105.19,1256.92,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-10,aggregate,24.512,tons,16.25,398.32,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-21,rebar,13.693,tons,753.89,10323.02,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-04-11,lumber,15.127,board_feet,1.49,22.54,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-10-31,cement,8.427,tons,124.87,1052.28,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-17,lumber,9.723,board_feet,1.19,11.57,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-28,cement,9.411,tons,142.66,1342.57,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-22,cement,2.642,tons,139.63,368.9,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-12-17,aggregate,2.728,tons,13.98,38.14,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-12-04,rebar,9.621,tons,868.51,8355.93,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-21,lumber,6.886,board_feet,1.23,8.47,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-04-28,steel,4.673,tons,861.02,4023.55,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-10-09,lumber,3.9,board_feet,1.42,5.54,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-03-18,cement,3.335,tons,112.55,375.35,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-15,steel,2.21,tons,960.02,2121.64,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-09,steel,18.902,tons,1117.32,21119.58,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-18,aggregate,14.003,tons,13.5,189.04,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-05-06,aggregate,7.112,tons,13.74,97.72,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-03-29,steel,16.009,tons,865.61,13857.55,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-02,steel,0.181,tons,1074.92,194.56,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-16,aggregate,4.504,tons,14.03,63.19,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-02-21,cement,4.196,tons,109.22,458.29,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-15,rebar,10.991,tons,805.19,8849.84,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-12,rebar,5.74,tons,783.53,4497.46,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-08-11,rebar,1.846,tons,690.84,1275.29,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-11,aggregate,4.997,tons,15.4,76.95,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-04-15,lumber,4.63,board_feet,1.09,5.05,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-02-09,rebar,12.978,tons,642.15,8333.82,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-25,steel,8.057,tons,843.45,6795.68,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-06-29,aggregate,2.706,tons,18.14,49.09,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-13,rebar,20.761,tons,840.76,17455.02,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-13,rebar,5.676,tons,721.63,4095.97,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-01-12,aggregate,20.555,tons,16.18,332.58,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-07-03,aggregate,15.719,tons,15.42,242.39,True,synthetic_generator_v1
P.S. 206 - BROOKLYN,2024-08-05,cement,6.475,tons,122.99,796.36,True,synthetic_generator_v1
P.S. 239 - QUEENS,2024-03-10,steel,4.93,tons,782.4,3857.23,True,synthetic_generator_v1
